[21:12:39] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[21:12:40] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[21:12:40] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:12:40] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:12:40] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[21:12:40] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:12:40] [main/INFO]: Reloading ResourceManager: Default
[21:12:42] [Worker-Main-2/INFO]: Loaded 7 recipes
[21:12:43] [Worker-Main-2/INFO]: Loaded 927 advancements
[21:12:46] [Server thread/INFO]: Starting minecraft server version 1.16.3
[21:12:46] [Server thread/INFO]: Loading properties
[21:12:46] [Server thread/INFO]: Default game type: SURVIVAL
[21:12:46] [Server thread/INFO]: Generating keypair
[21:12:46] [Server thread/INFO]: Starting Minecraft server on *:25565
[21:12:46] [Server thread/INFO]: Using epoll channel type
[21:12:46] [Server thread/INFO]: Preparing level "world"
[21:12:47] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:50] [Server thread/INFO]: Preparing spawn area: 0%
[21:12:51] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[21:12:51] [Server thread/INFO]: Preparing spawn area: 24%
[21:12:52] [Server thread/INFO]: Time elapsed: 5392 ms
[21:12:52] [Server thread/INFO]: Done (5.639s)! For help, type "help"
[21:12:57] [User Authenticator #1/INFO]: UUID of player goeieakka69 is fea2660b-f529-481e-8785-e3ad427c36e9
[21:12:57] [Server thread/INFO]: goeieakka69[/82.171.3.115:52701] logged in with entity id 193 at (-327.6217011418323, 63.9375, 1043.5523887594827)
[21:12:57] [Server thread/INFO]: goeieakka69 joined the game
[21:13:02] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2123ms or 42 ticks behind
[21:13:25] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 8411ms or 168 ticks behind
[21:13:51] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2069ms or 41 ticks behind
[21:13:59] [User Authenticator #2/INFO]: UUID of player Budhaa is 3ded6574-ed31-4b24-a53e-2a307a41e264
[21:14:00] [Server thread/INFO]: Budhaa[/80.100.202.44:51361] logged in with entity id 662 at (2011.1738424546907, 49.450674385666574, 681.8002376764632)
[21:14:00] [Server thread/INFO]: Budhaa joined the game
[21:14:34] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 27778ms or 555 ticks behind
[21:14:57] [User Authenticator #3/INFO]: UUID of player ABQP01 is becfb969-6ff1-4b58-ba50-ebc27a76a9fa
[21:14:57] [Server thread/INFO]: ABQP01[/77.164.137.124:61524] logged in with entity id 1150 at (2001.2213434845764, 63.1212968405392, 708.776799284867)
[21:14:57] [Server thread/INFO]: ABQP01 joined the game
[21:15:00] [Server thread/WARN]: Budhaa moved too quickly! 15.144204246365007,2.825391239639444,9.62352696062544
[21:15:29] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 39995ms or 799 ticks behind
[21:16:23] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 39291ms or 785 ticks behind
[21:17:07] [User Authenticator #4/INFO]: UUID of player Rubinator12 is b730ddb1-7872-4712-8db9-e91778fd9cc0
[21:17:09] [Server thread/INFO]: Rubinator12[/84.27.134.42:54421] logged in with entity id 1870 at (2015.1479423868464, 48.0, 676.1921437452578)
[21:17:09] [Server thread/INFO]: Rubinator12 joined the game
[21:17:25] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 46844ms or 936 ticks behind
[21:18:11] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 30807ms or 616 ticks behind
[21:18:44] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 18460ms or 369 ticks behind
[21:19:08] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 9083ms or 181 ticks behind
[21:19:33] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 10066ms or 201 ticks behind
[21:19:58] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 9743ms or 194 ticks behind
[21:20:21] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 7975ms or 159 ticks behind
[21:20:43] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 7503ms or 150 ticks behind
[21:21:05] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 6325ms or 126 ticks behind
[21:21:27] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 6969ms or 139 ticks behind
[21:21:52] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 10801ms or 216 ticks behind
[21:22:14] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 7054ms or 141 ticks behind
[21:22:34] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 4710ms or 94 ticks behind
[21:23:11] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2117, y=71, z=760} fx{x=2114, y=70, z=760}
[21:23:11] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2117, y=71, z=761} fx{x=2114, y=70, z=760}
[21:23:11] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2117, y=71, z=761} fx{x=2114, y=70, z=760}
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 0.46374196040142124
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 1.030117493848138
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 1.596430003456362
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 2.1627087902647872
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 2.728969532675819
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 3.0582899916805673
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 3.37830361124702
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved wrongly! 3.69001739116311
[21:23:31] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 10.534538388965075,0.0,-0.04794151900364341
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 11.086669803855102,0.0,-0.017784835283919165
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 11.645077761282664,0.0,0.01344487907704206
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 12.206844171481407,0.0,0.04524875074002921
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 12.77040762279762,0.0,0.07735984252781236
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 13.335043164642912,0.0,0.1075674711676129
[21:23:32] [Server thread/WARN]: Budhaa moved too quickly! 12.943081489696397,-2.7305141610863046,11.657813831031376
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 13.900285205647151,0.0,0.1360755351036005
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 14.465851772259384,0.0,0.1636741958523089
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 15.031591986053854,0.0,0.19078625308679875
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 15.597425114993484,0.0,0.2176379384827669
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 16.163307960974862,0.0,0.24435030409904357
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 16.72921740955394,0.0,0.27098812247913884
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 17.295141092652557,0.0,0.2975860521194136
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 17.86116130279106,0.0,0.32209374449439565
[21:23:32] [Server thread/WARN]: ABQP01 moved too quickly! -4.451550059687861,0.0,-9.015453853353733
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 18.427432587012618,0.0,0.33444971038989024
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 18.993824117158738,0.0,0.3382327749159231
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 19.56027998850186,0.0,0.3354044084424004
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 20.126770287536374,0.0,0.33257604196910506
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 20.693279008142326,0.0,0.32974767549558237
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 21.259797585763636,0.0,0.32691930902228705
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 21.826321437677734,0.0,0.32409094254876436
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 22.392848111760486,0.0,0.32126257607546904
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 22.95937629592936,0.0,0.31843420960194635
[21:23:32] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2129, y=70, z=759} fx{x=2130, y=69, z=759}
[21:23:32] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2129, y=70, z=759} fx{x=2130, y=69, z=759}
[21:23:32] [Server thread/WARN]: Mismatch in destroy block pos: fx{x=2128, y=71, z=759} fx{x=2130, y=69, z=759}
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 23.525905288115382,0.0,0.31560584312865103
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 24.092416531782874,0.0,0.3114138965033817
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 24.658892514485615,0.0,0.30583323364953685
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 25.225334306319837,0.0,0.29957089209324295
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 25.791757803301834,0.0,0.2899576964280186
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 26.358171511073124,0.0,0.2785515255377504
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 26.92457998083296,0.0,0.2661859693525912
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 27.490985647837533,0.0,0.25330706522413493
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 28.057389815143324,0.0,0.24015347884665061
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 28.62373581133056,0.0,0.22478290765184283
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 29.189948158775906,0.0,0.20545006344150352
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 29.75608899344411,0.0,0.18399708593960895
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 30.322191563051092,0.0,0.16140966738453244
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 30.888328577209677,0.0,0.13960310143693277
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 31.454640050899116,0.0,0.12442467444998329
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 32.02106071594267,0.0,0.11829802846318671
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 32.58747587574476,0.0,0.12115589008726602
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 33.153852073462076,0.0,0.12868048591144543
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 33.72020742334462,0.0,0.14023134293665862
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 34.28655161796655,0.0,0.15393657205595446
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 34.85288984363092,0.0,0.16879456272886273
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 35.41922487542524,0.0,0.1842693731257441
[21:23:32] [Server thread/WARN]: kanker vlug beest (vehicle of goeieakka69) moved too quickly! 35.98566494414263,0.0,0.1931809789534782
